L,AG2,AG4,AG6,AG8,AG12,atm
1.99E-05,0.356025521,0.2583072,0.04512772,0.01861571,0.03046097,2.93E-01
2.00E-05,0.356025521,0.2583072,0.04512772,0.01861571,0.03046097,4.95E-01
2.00E-05,0.356025521,0.2583072,0.04512772,0.01861571,0.03046097,6.83E-01
2.00E-05,0.356025521,0.2583072,0.04512772,0.01861571,0.03046097,6.97E-01
2.00E-05,0.356025521,0.2583072,0.04512772,0.01861571,0.03046097,7.41E-01
2.00E-05,0.356025521,0.2583072,0.04512772,0.01861571,0.03046097,8.44E-01
2.00E-05,0.356025521,0.2583072,0.04512772,0.01861571,0.03046097,8.70E-01
2.00E-05,0.356025521,0.2583072,0.04512772,0.01861571,0.03046097,8.04E-01
2.00E-05,0.356025521,0.2583072,0.04512772,0.01861571,0.03046097,8.13E-01
2.00E-05,0.356025521,0.2583072,0.04512772,0.01861571,0.03046097,8.96E-01
2.00E-05,0.356025521,0.2583072,0.04512772,0.01861571,0.03046097,9.40E-01
2.01E-05,0.356025521,0.2583072,0.04512772,0.01861571,0.03046097,9.44E-01
2.01E-05,0.356025521,0.2583072,0.04512772,0.01861571,0.03046097,9.50E-01
2.01E-05,0.356025521,0.2583072,0.04512772,0.01861571,0.03046097,9.54E-01
2.01E-05,0.356025521,0.2583072,0.04512772,0.01861571,0.03046097,9.55E-01
2.01E-05,0.356025521,0.2583072,0.04512772,0.01861571,0.03046097,9.60E-01
2.01E-05,0.356025521,0.2583072,0.04512772,0.01861571,0.03046097,9.61E-01
2.01E-05,0.356025521,0.2583072,0.04512772,0.01861571,0.03046097,9.62E-01
2.01E-05,0.356025521,0.2583072,0.04512772,0.01861571,0.03046097,9.62E-01
2.01E-05,0.356025521,0.2583072,0.04512772,0.01861571,0.03046097,9.63E-01
2.01E-05,0.356025521,0.2583072,0.04512772,0.01861571,0.03046097,9.62E-01
2.02E-05,0.356025521,0.2583072,0.04512772,0.01861571,0.03046097,9.61E-01
2.02E-05,0.356025521,0.2583072,0.04512772,0.01861571,0.03046097,9.62E-01
2.02E-05,0.356025521,0.2583072,0.04512772,0.01861571,0.03046097,9.61E-01
2.02E-05,0.356025521,0.2583072,0.04512772,0.01861571,0.03046097,9.60E-01
2.02E-05,0.356025521,0.2583072,0.04512772,0.01861571,0.03046097,9.59E-01
2.02E-05,0.356025521,0.2583072,0.04512772,0.01861571,0.03046097,9.57E-01
2.02E-05,0.356025521,0.2583072,0.04512772,0.01861571,0.03046097,9.54E-01
2.02E-05,0.356025521,0.2583072,0.04512772,0.01861571,0.03046097,9.36E-01
2.02E-05,0.356025521,0.2583072,0.04512772,0.01861571,0.03046097,8.21E-01
2.02E-05,0.356025521,0.2583072,0.04512772,0.01861571,0.03046097,6.83E-01
2.03E-05,0.356025521,0.2583072,0.04512772,0.01861571,0.03046097,7.48E-01
2.03E-05,0.356025521,0.2583072,0.04512772,0.01861571,0.03046097,9.09E-01
2.03E-05,0.356025521,0.2583072,0.04512772,0.01861571,0.03046097,8.96E-01
2.03E-05,0.356025521,0.2583072,0.04512772,0.01861571,0.03046097,8.67E-01
2.03E-05,0.356025521,0.2583072,0.04512772,0.01861571,0.03046097,8.20E-01
2.03E-05,0.356025521,0.2583072,0.04512772,0.01861571,0.03046097,7.38E-01
2.03E-05,0.356025521,0.2583072,0.04512772,0.01861571,0.03046097,3.22E-01
2.03E-05,0.356025521,0.2583072,0.04512772,0.01861571,0.03046097,9.68E-02
2.03E-05,0.356025521,0.2583072,0.04512772,0.01861571,0.03046097,2.08E-02
2.03E-05,0.356025521,0.2583072,0.04512772,0.01861571,0.03046097,4.82E-02
2.04E-05,0.356025521,0.2583072,0.04512772,0.01861571,0.03046097,2.01E-01
2.04E-05,0.356025521,0.2583072,0.04512772,0.01861571,0.03046097,7.37E-01
2.04E-05,0.356025521,0.2583072,0.04512772,0.01861571,0.03046097,8.33E-01
2.04E-05,0.356025521,0.2583072,0.04512772,0.01861571,0.03046097,8.76E-01
2.04E-05,0.356025521,0.2583072,0.04512772,0.01861571,0.03046097,9.00E-01
2.04E-05,0.356025521,0.2583072,0.04512772,0.01861571,0.03046097,9.22E-01
2.04E-05,0.356025521,0.2583072,0.04512772,0.01861571,0.03046097,9.23E-01
2.04E-05,0.356025521,0.2583072,0.04512772,0.01861571,0.03046097,8.65E-01
2.04E-05,0.356025521,0.2583072,0.04512772,0.01861571,0.03046097,8.10E-01
2.04E-05,0.356025521,0.2583072,0.04512772,0.01861571,0.03046097,8.70E-01
2.05E-05,0.356025521,0.2583072,0.04512772,0.01861571,0.03046097,9.38E-01
2.05E-05,0.356025521,0.2583072,0.04512772,0.01861571,0.03046097,9.36E-01
2.05E-05,0.356025521,0.2583072,0.04512772,0.01861571,0.03046097,9.38E-01
2.05E-05,0.356025521,0.2583072,0.04512772,0.01861571,0.03046097,9.41E-01
2.05E-05,0.356025521,0.2583072,0.04512772,0.01861571,0.03046097,9.39E-01
2.05E-05,0.356025521,0.2583072,0.04512772,0.01861571,0.03046097,9.28E-01
2.05E-05,0.356025521,0.2583072,0.04512772,0.01861571,0.03046097,9.23E-01
2.05E-05,0.356025521,0.2583072,0.04512772,0.01861571,0.03046097,9.25E-01
2.05E-05,0.356025521,0.2583072,0.04512772,0.01861571,0.03046097,9.16E-01
2.05E-05,0.356025521,0.2583072,0.04512772,0.01861571,0.03046097,9.03E-01
2.06E-05,0.356025521,0.2583072,0.04512772,0.01861571,0.03046097,8.85E-01
2.06E-05,0.356025521,0.2583072,0.04512772,0.01861571,0.03046097,6.18E-01
2.06E-05,0.356025521,0.2583072,0.04512772,0.01861571,0.03046097,3.69E-01
2.06E-05,0.356025521,0.2583072,0.04512772,0.01861571,0.03046097,4.19E-01
2.06E-05,0.356025521,0.2583072,0.04512772,0.01861571,0.03046097,6.43E-01
2.06E-05,0.356025521,0.2583072,0.04512772,0.01861571,0.03046097,7.50E-01
2.06E-05,0.356025521,0.2583072,0.04512772,0.01861571,0.03046097,7.45E-01
2.06E-05,0.356025521,0.2583072,0.04512772,0.01861571,0.03046097,6.01E-01
2.06E-05,0.356025521,0.2583072,0.04512772,0.01861571,0.03046097,4.61E-01
2.06E-05,0.356025521,0.2583072,0.04512772,0.01861571,0.03046097,2.77E-01
2.07E-05,0.356025521,0.2583072,0.04512772,0.01861571,0.03046097,1.07E-01
2.07E-05,0.356025521,0.2583072,0.04512772,0.01861571,0.03046097,1.93E-02
2.07E-05,0.356025521,0.2583072,0.04512772,0.01861571,0.03046097,1.93E-02
2.07E-05,0.356025521,0.2583072,0.04512772,0.01861571,0.03046097,1.07E-01
2.07E-05,0.356025521,0.2583072,0.04512772,0.01861571,0.03046097,2.78E-01
2.07E-05,0.356025521,0.2583072,0.04512772,0.01861571,0.03046097,4.63E-01
2.07E-05,0.356025521,0.2583072,0.04512772,0.01861571,0.03046097,6.04E-01
2.07E-05,0.356025521,0.2583072,0.04512772,0.01861571,0.03046097,6.99E-01
2.07E-05,0.356025521,0.2583072,0.04512772,0.01861571,0.03046097,8.02E-01
2.07E-05,0.356025521,0.2583072,0.04512772,0.01861571,0.03046097,8.21E-01
2.08E-05,0.356025521,0.2583072,0.04512772,0.01861571,0.03046097,8.36E-01
2.08E-05,0.356025521,0.2583072,0.04512772,0.01861571,0.03046097,8.60E-01
2.08E-05,0.356025521,0.2583072,0.04512772,0.01861571,0.03046097,8.73E-01
2.08E-05,0.356025521,0.2583072,0.04512772,0.01861571,0.03046097,8.14E-01
2.08E-05,0.356025521,0.2583072,0.04512772,0.01861571,0.03046097,6.33E-01
2.08E-05,0.356025521,0.2583072,0.04512772,0.01861571,0.03046097,7.16E-01
2.08E-05,0.356025521,0.2583072,0.04512772,0.01861571,0.03046097,8.24E-01
2.08E-05,0.356025521,0.2583072,0.04512772,0.01861571,0.03046097,8.01E-01
2.08E-05,0.356025521,0.2583072,0.04512772,0.01861571,0.03046097,8.42E-01
2.08E-05,0.356025521,0.2583072,0.04512772,0.01861571,0.03046097,9.05E-01
2.09E-05,0.356025521,0.2583072,0.04512772,0.01861571,0.03046097,9.25E-01
2.09E-05,0.356025521,0.2583072,0.04512772,0.01861571,0.03046097,9.31E-01
2.09E-05,0.356025521,0.2583072,0.04512772,0.01861571,0.03046097,9.30E-01
2.09E-05,0.356025521,0.2583072,0.04512772,0.01861571,0.03046097,9.21E-01
2.09E-05,0.356025521,0.2583072,0.04512772,0.01861571,0.03046097,9.13E-01
2.09E-05,0.356025521,0.2583072,0.04512772,0.01861571,0.03046097,9.22E-01
2.09E-05,0.356025521,0.2583072,0.04512772,0.01861571,0.03046097,9.30E-01
2.09E-05,0.356025521,0.2583072,0.04512772,0.01861571,0.03046097,9.29E-01
2.09E-05,0.356025521,0.2583072,0.04512772,0.01861571,0.03046097,9.24E-01
2.09E-05,0.356025521,0.2583072,0.04512772,0.01861571,0.03046097,9.20E-01
2.10E-05,0.356025521,0.2583072,0.04512772,0.01861571,0.03046097,9.15E-01
2.10E-05,0.356025521,0.2583072,0.04512772,0.01861571,0.03046097,9.06E-01
2.10E-05,0.356025521,0.2583072,0.04512772,0.01861571,0.03046097,8.88E-01
2.10E-05,0.356025521,0.2583072,0.04512772,0.01861571,0.03046097,8.19E-01
2.10E-05,0.356025521,0.2583072,0.04512772,0.01861571,0.03046097,5.86E-01
2.10E-05,0.356025521,0.2583072,0.04512772,0.01861571,0.03046097,5.75E-01
2.10E-05,0.356025521,0.2583072,0.04512772,0.01861571,0.03046097,7.94E-01
2.10E-05,0.356025521,0.2583072,0.04512772,0.01861571,0.03046097,8.50E-01
2.10E-05,0.356025521,0.2583072,0.04512772,0.01861571,0.03046097,8.52E-01
2.10E-05,0.356025521,0.2583072,0.04512772,0.01861571,0.03046097,8.43E-01
2.11E-05,0.356025521,0.2583072,0.04512772,0.01861571,0.03046097,8.29E-01
2.11E-05,0.356025521,0.2583072,0.04512772,0.01861571,0.03046097,8.09E-01
2.11E-05,0.356025521,0.2583072,0.04512772,0.01861571,0.03046097,7.83E-01
2.11E-05,0.356025521,0.2583072,0.04512772,0.01861571,0.03046097,7.02E-01
2.11E-05,0.356025521,0.2583072,0.04512772,0.01861571,0.03046097,6.39E-01
2.11E-05,0.356025521,0.2583072,0.04512772,0.01861571,0.03046097,5.43E-01
2.11E-05,0.356025521,0.2583072,0.04512772,0.01861571,0.03046097,3.72E-01
2.11E-05,0.356025521,0.2583072,0.04512772,0.01861571,0.03046097,1.95E-01
2.11E-05,0.356025521,0.2583072,0.04512772,0.01861571,0.03046097,1.09E-01
2.11E-05,0.356025521,0.2583072,0.04512772,0.01861571,0.03046097,5.48E-02
2.12E-05,0.356025521,0.2583072,0.04512772,0.01861571,0.03046097,1.01E-02
2.12E-05,0.356025521,0.2583072,0.04512772,0.01861571,0.03046097,1.52E-10
2.12E-05,0.356025521,0.2583072,0.04512772,0.01861571,0.03046097,1.15E-10
2.12E-05,0.356025521,0.2583072,0.04512772,0.01861571,0.03046097,2.40E-04
2.12E-05,0.356025521,0.2583072,0.04512772,0.01861571,0.03046097,1.39E-02
2.12E-05,0.356025521,0.2583072,0.04512772,0.01861571,0.03046097,8.05E-02
2.12E-05,0.356025521,0.2583072,0.04512772,0.01861571,0.03046097,2.08E-01
2.12E-05,0.356025521,0.2583072,0.04512772,0.01861571,0.03046097,3.40E-01
2.12E-05,0.356025521,0.2583072,0.04512772,0.01861571,0.03046097,4.58E-01
2.12E-05,0.356025521,0.2583072,0.04512772,0.01861571,0.03046097,5.65E-01
2.13E-05,0.356025521,0.2583072,0.04512772,0.01861571,0.03046097,4.49E-01
2.13E-05,0.356025521,0.2583072,0.04512772,0.01861571,0.03046097,4.43E-01
2.13E-05,0.356025521,0.2583072,0.04512772,0.01861571,0.03046097,6.00E-01
2.13E-05,0.356025521,0.2583072,0.04512772,0.01861571,0.03046097,7.27E-01
2.13E-05,0.356025521,0.2583072,0.04512772,0.01861571,0.03046097,7.41E-01
2.13E-05,0.356025521,0.2583072,0.04512772,0.01861571,0.03046097,7.53E-01
2.13E-05,0.356025521,0.2583072,0.04512772,0.01861571,0.03046097,7.86E-01
2.13E-05,0.356025521,0.2583072,0.04512772,0.01861571,0.03046097,7.48E-01
2.13E-05,0.356025521,0.2583072,0.04512772,0.01861571,0.03046097,5.51E-01
2.13E-05,0.356025521,0.2583072,0.04512772,0.01861571,0.03046097,3.43E-01
2.14E-05,0.356025521,0.2583072,0.04512772,0.01861571,0.03046097,5.93E-01
2.14E-05,0.356025521,0.2583072,0.04512772,0.01861571,0.03046097,4.79E-01
2.14E-05,0.356025521,0.2583072,0.04512772,0.01861571,0.03046097,2.25E-01
2.14E-05,0.356025521,0.2583072,0.04512772,0.01861571,0.03046097,2.47E-01
2.14E-05,0.356025521,0.2583072,0.04512772,0.01861571,0.03046097,5.36E-01
2.14E-05,0.356025521,0.2583072,0.04512772,0.01861571,0.03046097,7.46E-01
2.14E-05,0.356025521,0.2583072,0.04512772,0.01861571,0.03046097,7.67E-01
2.14E-05,0.356025521,0.2583072,0.04512772,0.01861571,0.03046097,6.29E-01
2.14E-05,0.356025521,0.2583072,0.04512772,0.01861571,0.03046097,5.49E-01
2.14E-05,0.356025521,0.2583072,0.04512772,0.01861571,0.03046097,7.06E-01
2.15E-05,0.356025521,0.2583072,0.04512772,0.01861571,0.03046097,8.57E-01
2.15E-05,0.356025521,0.2583072,0.04512772,0.01861571,0.03046097,7.46E-01
2.15E-05,0.356025521,0.2583072,0.04512772,0.01861571,0.03046097,7.56E-01
2.15E-05,0.356025521,0.2583072,0.04512772,0.01861571,0.03046097,8.54E-01
2.15E-05,0.356025521,0.2583072,0.04512772,0.01861571,0.03046097,9.07E-01
2.15E-05,0.356025521,0.2583072,0.04512772,0.01861571,0.03046097,9.13E-01
2.15E-05,0.356025521,0.2583072,0.04512772,0.01861571,0.03046097,9.15E-01
2.15E-05,0.356025521,0.2583072,0.04512772,0.01861571,0.03046097,9.13E-01
2.15E-05,0.356025521,0.2583072,0.04512772,0.01861571,0.03046097,9.09E-01
2.15E-05,0.356025521,0.2583072,0.04512772,0.01861571,0.03046097,9.05E-01
2.16E-05,0.356025521,0.2583072,0.04512772,0.01861571,0.03046097,9.05E-01
2.16E-05,0.356025521,0.2583072,0.04512772,0.01861571,0.03046097,8.94E-01
2.16E-05,0.356025521,0.2583072,0.04512772,0.01861571,0.03046097,8.13E-01
2.16E-05,0.356025521,0.2583072,0.04512772,0.01861571,0.03046097,7.87E-01
2.16E-05,0.356025521,0.2583072,0.04512772,0.01861571,0.03046097,8.66E-01
2.16E-05,0.356025521,0.2583072,0.04512772,0.01861571,0.03046097,8.81E-01
2.16E-05,0.356025521,0.2583072,0.04512772,0.01861571,0.03046097,8.78E-01
2.16E-05,0.356025521,0.2583072,0.04512772,0.01861571,0.03046097,8.68E-01
2.16E-05,0.356025521,0.2583072,0.04512772,0.01861571,0.03046097,8.51E-01
2.16E-05,0.356025521,0.2583072,0.04512772,0.01861571,0.03046097,8.23E-01
2.17E-05,0.356025521,0.2583072,0.04512772,0.01861571,0.03046097,7.57E-01
2.17E-05,0.356025521,0.2583072,0.04512772,0.01861571,0.03046097,5.72E-01
2.17E-05,0.356025521,0.2583072,0.04512772,0.01861571,0.03046097,2.84E-01
2.17E-05,0.356025521,0.2583072,0.04512772,0.01861571,0.03046097,1.92E-01
2.17E-05,0.356025521,0.2583072,0.04512772,0.01861571,0.03046097,4.09E-01
2.17E-05,0.356025521,0.2583072,0.04512772,0.01861571,0.03046097,6.32E-01
2.17E-05,0.356025521,0.2583072,0.04512772,0.01861571,0.03046097,6.82E-01
2.17E-05,0.356025521,0.2583072,0.04512772,0.01861571,0.03046097,6.71E-01
2.17E-05,0.356025521,0.2583072,0.04512772,0.01861571,0.03046097,7.02E-01
2.17E-05,0.356025521,0.2583072,0.04512772,0.01861571,0.03046097,6.68E-01
2.18E-05,0.356025521,0.2583072,0.04512772,0.01861571,0.03046097,6.22E-01
2.18E-05,0.356025521,0.2583072,0.04512772,0.01861571,0.03046097,5.68E-01
2.18E-05,0.356025521,0.2583072,0.04512772,0.01861571,0.03046097,4.98E-01
2.18E-05,0.356025521,0.2583072,0.04512772,0.01861571,0.03046097,3.99E-01
2.18E-05,0.356025521,0.2583072,0.04512772,0.01861571,0.03046097,2.78E-01
2.18E-05,0.356025521,0.2583072,0.04512772,0.01861571,0.03046097,1.64E-01
2.18E-05,0.356025521,0.2583072,0.04512772,0.01861571,0.03046097,7.81E-02
2.18E-05,0.356025521,0.2583072,0.04512772,0.01861571,0.03046097,2.34E-02
2.18E-05,0.356025521,0.2583072,0.04512772,0.01861571,0.03046097,2.62E-03
2.18E-05,0.356025521,0.2583072,0.04512772,0.01861571,0.03046097,3.20E-05
2.19E-05,0.356025521,0.2583072,0.04512772,0.01861571,0.03046097,2.36E-11
2.19E-05,0.356025521,0.2583072,0.04512772,0.01861571,0.03046097,2.13E-05
2.19E-05,0.356025521,0.2583072,0.04512772,0.01861571,0.03046097,2.00E-04
2.19E-05,0.356025521,0.2583072,0.04512772,0.01861571,0.03046097,3.97E-04
2.19E-05,0.356025521,0.2583072,0.04512772,0.01861571,0.03046097,2.80E-04
2.19E-05,0.356025521,0.2583072,0.04512772,0.01861571,0.03046097,5.17E-03
2.19E-05,0.356025521,0.2583072,0.04512772,0.01861571,0.03046097,4.51E-02
2.19E-05,0.356025521,0.2583072,0.04512772,0.01861571,0.03046097,1.50E-01
2.19E-05,0.356025521,0.2583072,0.04512772,0.01861571,0.03046097,4.18E-01
2.19E-05,0.356025521,0.2583072,0.04512772,0.01861571,0.03046097,4.89E-01
2.20E-05,0.356025521,0.2583072,0.04512772,0.01861571,0.03046097,5.12E-01
2.20E-05,0.356025521,0.2583072,0.04512772,0.01861571,0.03046097,5.58E-01
2.20E-05,0.356025521,0.2583072,0.04512772,0.01861571,0.03046097,5.99E-01
2.20E-05,0.356025521,0.2583072,0.04512772,0.01861571,0.03046097,6.10E-01
2.20E-05,0.356025521,0.2583072,0.04512772,0.01861571,0.03046097,6.69E-01
2.20E-05,0.356025521,0.2583072,0.04512772,0.01861571,0.03046097,7.29E-01
2.20E-05,0.356025521,0.2583072,0.04512772,0.01861571,0.03046097,7.40E-01
2.20E-05,0.356025521,0.2583072,0.04512772,0.01861571,0.03046097,7.22E-01
2.20E-05,0.356025521,0.2583072,0.04512772,0.01861571,0.03046097,6.78E-01
2.20E-05,0.356025521,0.2583072,0.04512772,0.01861571,0.03046097,6.29E-01
2.21E-05,0.356025521,0.2583072,0.04512772,0.01861571,0.03046097,5.51E-01
2.21E-05,0.356025521,0.2583072,0.04512772,0.01861571,0.03046097,3.81E-01
2.21E-05,0.356025521,0.2583072,0.04512772,0.01861571,0.03046097,1.67E-01
2.21E-05,0.356025521,0.2583072,0.04512772,0.01861571,0.03046097,3.46E-02
2.21E-05,0.356025521,0.2583072,0.04512772,0.01861571,0.03046097,3.55E-02
2.21E-05,0.356025521,0.2583072,0.04512772,0.01861571,0.03046097,1.73E-01
2.21E-05,0.356025521,0.2583072,0.04512772,0.01861571,0.03046097,3.93E-01
2.21E-05,0.356025521,0.2583072,0.04512772,0.01861571,0.03046097,5.68E-01
2.21E-05,0.356025521,0.2583072,0.04512772,0.01861571,0.03046097,5.60E-01
2.21E-05,0.356025521,0.2583072,0.04512772,0.01861571,0.03046097,4.19E-01
2.22E-05,0.356025521,0.2583072,0.04512772,0.01861571,0.03046097,4.52E-01
2.22E-05,0.356025521,0.2583072,0.04512772,0.01861571,0.03046097,6.78E-01
2.22E-05,0.356025521,0.2583072,0.04512772,0.01861571,0.03046097,8.19E-01
2.22E-05,0.356025521,0.2583072,0.04512772,0.01861571,0.03046097,8.49E-01
2.22E-05,0.356025521,0.2583072,0.04512772,0.01861571,0.03046097,8.57E-01
2.22E-05,0.356025521,0.2583072,0.04512772,0.01861571,0.03046097,7.93E-01
2.22E-05,0.356025521,0.2583072,0.04512772,0.01861571,0.03046097,7.12E-01
2.22E-05,0.356025521,0.2583072,0.04512772,0.01861571,0.03046097,7.58E-01
2.22E-05,0.356025521,0.2583072,0.04512772,0.01861571,0.03046097,8.27E-01
2.22E-05,0.356025521,0.2583072,0.04512772,0.01861571,0.03046097,8.10E-01
2.23E-05,0.356025521,0.2583072,0.04512772,0.01861571,0.03046097,8.09E-01
2.23E-05,0.356025521,0.2583072,0.04512772,0.01861571,0.03046097,8.56E-01
2.23E-05,0.356025521,0.2583072,0.04512772,0.01861571,0.03046097,8.89E-01
2.23E-05,0.356025521,0.2583072,0.04512772,0.01861571,0.03046097,8.93E-01
2.23E-05,0.356025521,0.2583072,0.04512772,0.01861571,0.03046097,8.91E-01
2.23E-05,0.356025521,0.2583072,0.04512772,0.01861571,0.03046097,8.90E-01
2.23E-05,0.356025521,0.2583072,0.04512772,0.01861571,0.03046097,8.85E-01
2.23E-05,0.356025521,0.2583072,0.04512772,0.01861571,0.03046097,8.74E-01
2.23E-05,0.356025521,0.2583072,0.04512772,0.01861571,0.03046097,8.54E-01
2.23E-05,0.356025521,0.2583072,0.04512772,0.01861571,0.03046097,7.95E-01
2.24E-05,0.356025521,0.2583072,0.04512772,0.01861571,0.03046097,6.46E-01
2.24E-05,0.356025521,0.2583072,0.04512772,0.01861571,0.03046097,4.57E-01
2.24E-05,0.356025521,0.2583072,0.04512772,0.01861571,0.03046097,2.68E-01
2.24E-05,0.356025521,0.2583072,0.04512772,0.01861571,0.03046097,1.19E-01
2.24E-05,0.356025521,0.2583072,0.04512772,0.01861571,0.03046097,1.58E-01
2.24E-05,0.356025521,0.2583072,0.04512772,0.01861571,0.03046097,2.38E-01
2.24E-05,0.356025521,0.2583072,0.04512772,0.01861571,0.03046097,2.16E-01
2.24E-05,0.356025521,0.2583072,0.04512772,0.01861571,0.03046097,3.55E-01
2.24E-05,0.356025521,0.2583072,0.04512772,0.01861571,0.03046097,6.26E-01
2.24E-05,0.356025521,0.2583072,0.04512772,0.01861571,0.03046097,7.73E-01
2.25E-05,0.356025521,0.2583072,0.04512772,0.01861571,0.03046097,8.10E-01
2.25E-05,0.356025521,0.2583072,0.04512772,0.01861571,0.03046097,8.18E-01
2.25E-05,0.356025521,0.2583072,0.04512772,0.01861571,0.03046097,8.14E-01
2.25E-05,0.356025521,0.2583072,0.04512772,0.01861571,0.03046097,7.97E-01
2.25E-05,0.356025521,0.2583072,0.04512772,0.01861571,0.03046097,7.68E-01
2.25E-05,0.356025521,0.2583072,0.04512772,0.01861571,0.03046097,7.24E-01
2.25E-05,0.356025521,0.2583072,0.04512772,0.01861571,0.03046097,6.43E-01
2.25E-05,0.356025521,0.2583072,0.04512772,0.01861571,0.03046097,4.82E-01
2.25E-05,0.356025521,0.2583072,0.04512772,0.01861571,0.03046097,2.49E-01
2.25E-05,0.356025521,0.2583072,0.04512772,0.01861571,0.03046097,6.72E-02
2.26E-05,0.356025521,0.2583072,0.04512772,0.01861571,0.03046097,5.57E-02
2.26E-05,0.356025521,0.2583072,0.04512772,0.01861571,0.03046097,1.87E-01
2.26E-05,0.356025521,0.2583072,0.04512772,0.01861571,0.03046097,3.16E-01
2.26E-05,0.356025521,0.2583072,0.04512772,0.01861571,0.03046097,3.27E-01
2.26E-05,0.356025521,0.2583072,0.04512772,0.01861571,0.03046097,2.32E-01
2.26E-05,0.356025521,0.2583072,0.04512772,0.01861571,0.03046097,1.11E-01
2.26E-05,0.356025521,0.2583072,0.04512772,0.01861571,0.03046097,2.89E-02
2.26E-05,0.356025521,0.2583072,0.04512772,0.01861571,0.03046097,2.20E-03
2.26E-05,0.356025521,0.2583072,0.04512772,0.01861571,0.03046097,1.94E-07
2.26E-05,0.356025521,0.2583072,0.04512772,0.01861571,0.03046097,1.16E-04
2.27E-05,0.356025521,0.2583072,0.04512772,0.01861571,0.03046097,1.31E-02
2.27E-05,0.356025521,0.2583072,0.04512772,0.01861571,0.03046097,8.33E-02
2.27E-05,0.356025521,0.2583072,0.04512772,0.01861571,0.03046097,2.30E-01
2.27E-05,0.356025521,0.2583072,0.04512772,0.01861571,0.03046097,3.98E-01
2.27E-05,0.356025521,0.2583072,0.04512772,0.01861571,0.03046097,5.31E-01
2.27E-05,0.356025521,0.2583072,0.04512772,0.01861571,0.03046097,6.25E-01
2.27E-05,0.356025521,0.2583072,0.04512772,0.01861571,0.03046097,6.91E-01
2.27E-05,0.356025521,0.2583072,0.04512772,0.01861571,0.03046097,7.38E-01
2.27E-05,0.356025521,0.2583072,0.04512772,0.01861571,0.03046097,7.73E-01
2.27E-05,0.356025521,0.2583072,0.04512772,0.01861571,0.03046097,7.98E-01
2.28E-05,0.356025521,0.2583072,0.04512772,0.01861571,0.03046097,8.15E-01
2.28E-05,0.356025521,0.2583072,0.04512772,0.01861571,0.03046097,8.03E-01
2.28E-05,0.356025521,0.2583072,0.04512772,0.01861571,0.03046097,7.92E-01
2.28E-05,0.356025521,0.2583072,0.04512772,0.01861571,0.03046097,8.25E-01
2.28E-05,0.356025521,0.2583072,0.04512772,0.01861571,0.03046097,8.55E-01
2.28E-05,0.356025521,0.2583072,0.04512772,0.01861571,0.03046097,8.52E-01
2.28E-05,0.356025521,0.2583072,0.04512772,0.01861571,0.03046097,8.52E-01
2.28E-05,0.356025521,0.2583072,0.04512772,0.01861571,0.03046097,8.35E-01
2.28E-05,0.356025521,0.2583072,0.04512772,0.01861571,0.03046097,8.18E-01
2.28E-05,0.356025521,0.2583072,0.04512772,0.01861571,0.03046097,8.08E-01
2.29E-05,0.356025521,0.2583072,0.04512772,0.01861571,0.03046097,8.11E-01
2.29E-05,0.356025521,0.2583072,0.04512772,0.01861571,0.03046097,8.20E-01
2.29E-05,0.356025521,0.2583072,0.04512772,0.01861571,0.03046097,8.03E-01
2.29E-05,0.356025521,0.2583072,0.04512772,0.01861571,0.03046097,7.45E-01
2.29E-05,0.356025521,0.2583072,0.04512772,0.01861571,0.03046097,6.16E-01
2.29E-05,0.356025521,0.2583072,0.04512772,0.01861571,0.03046097,3.77E-01
2.29E-05,0.356025521,0.2583072,0.04512772,0.01861571,0.03046097,1.30E-01
2.29E-05,0.356025521,0.2583072,0.04512772,0.01861571,0.03046097,6.74E-02
2.29E-05,0.356025521,0.2583072,0.04512772,0.01861571,0.03046097,2.40E-01
2.29E-05,0.356025521,0.2583072,0.04512772,0.01861571,0.03046097,5.00E-01
2.30E-05,0.356025521,0.2583072,0.04512772,0.01861571,0.03046097,6.78E-01
2.30E-05,0.356025521,0.2583072,0.04512772,0.01861571,0.03046097,7.46E-01
2.30E-05,0.356025521,0.2583072,0.04512772,0.01861571,0.03046097,7.40E-01
2.30E-05,0.356025521,0.2583072,0.04512772,0.01861571,0.03046097,6.09E-01
2.30E-05,0.356025521,0.2583072,0.04512772,0.01861571,0.03046097,3.35E-01
2.30E-05,0.356025521,0.2583072,0.04512772,0.01861571,0.03046097,1.91E-01
2.30E-05,0.356025521,0.2583072,0.04512772,0.01861571,0.03046097,3.88E-01
2.30E-05,0.356025521,0.2583072,0.04512772,0.01861571,0.03046097,3.88E-01
2.30E-05,0.356025521,0.2583072,0.04512772,0.01861571,0.03046097,6.68E-01
2.30E-05,0.356025521,0.2583072,0.04512772,0.01861571,0.03046097,7.99E-01
2.31E-05,0.356025521,0.2583072,0.04512772,0.01861571,0.03046097,8.31E-01
2.31E-05,0.356025521,0.2583072,0.04512772,0.01861571,0.03046097,8.40E-01
2.31E-05,0.356025521,0.2583072,0.04512772,0.01861571,0.03046097,8.52E-01
2.31E-05,0.356025521,0.2583072,0.04512772,0.01861571,0.03046097,8.57E-01
2.31E-05,0.356025521,0.2583072,0.04512772,0.01861571,0.03046097,8.53E-01
2.31E-05,0.356025521,0.2583072,0.04512772,0.01861571,0.03046097,8.44E-01
