L,AG2,AG4,AG6,AG8,AG12,atm
1.13E-05,0.346529344,0.260261,0.04161214,0.003639461,0.01117222,1.00E+00
1.14E-05,0.345960246,0.2602544,0.04140746,0.003711441,0.01126387,9.86E-01
1.14E-05,0.345440172,0.2602565,0.041221,0.003729264,0.01131871,1.00E+00
1.14E-05,0.345440172,0.2602565,0.041221,0.003729264,0.01131871,1.00E+00
1.14E-05,0.345089916,0.2602919,0.04109574,0.003697674,0.01134184,9.87E-01
1.14E-05,0.344979877,0.2603687,0.04105644,0.003638499,0.01135082,9.99E-01
1.14E-05,0.345094422,0.2604691,0.04109735,0.003580034,0.01136536,1.00E+00
1.14E-05,0.345339133,0.2605539,0.04118484,0.003544582,0.0113974,1.00E+00
1.14E-05,0.345339133,0.2605539,0.04118484,0.003544582,0.0113974,1.00E+00
1.14E-05,0.34558266,0.2605816,0.04127203,0.003538924,0.01144587,1.00E+00
1.14E-05,0.345714043,0.2605273,0.04131912,0.003553918,0.01149865,1.00E+00
1.15E-05,0.345683083,0.2603964,0.04130802,0.003572824,0.01153978,1.00E+00
1.15E-05,0.345507228,0.2602209,0.04124501,0.003583609,0.01155763,1.00E+00
1.15E-05,0.345507228,0.2602209,0.04124501,0.003583609,0.01155763,1.00E+00
1.15E-05,0.345247907,0.2600453,0.04115221,0.003587019,0.01154986,9.35E-01
1.15E-05,0.344969037,0.2599042,0.04105257,0.003596935,0.01152199,1.00E+00
1.15E-05,0.344704669,0.2598092,0.04095826,0.00363125,0.01148297,1.00E+00
1.15E-05,0.344704669,0.2598092,0.04095826,0.00363125,0.01148297,1.00E+00
1.15E-05,0.344454448,0.2597452,0.04086913,0.00369971,0.01143893,1.00E+00
1.15E-05,0.344203891,0.259684,0.04078001,0.003794947,0.01138943,1.00E+00
1.15E-05,0.343955984,0.2596012,0.04069196,0.003894014,0.01132887,1.00E+00
1.16E-05,0.34374702,0.2594903,0.04061784,0.003967831,0.01125044,1.00E+00
1.16E-05,0.34374702,0.2594903,0.04061784,0.003967831,0.01125044,9.86E-01
1.16E-05,0.343636119,0.2593631,0.04057854,0.00399641,0.01115206,1.00E+00
1.16E-05,0.343669792,0.2592414,0.04059047,0.003979155,0.01103921,1.00E+00
1.16E-05,0.343848122,0.2591431,0.04065369,0.003937912,0.01092577,1.00E+00
1.16E-05,0.343848122,0.2591431,0.04065369,0.003937912,0.01092577,1.00E+00
1.16E-05,0.344098522,0.2590694,0.04074257,0.003901931,0.01083052,1.00E+00
1.16E-05,0.344309815,0.2590085,0.04081767,0.003896646,0.01077286,1.00E+00
1.16E-05,0.344378915,0.2589465,0.04084225,0.003929332,0.01076869,1.00E+00
1.16E-05,0.344265637,0.2588799,0.04080196,0.00398624,0.01082707,1.00E+00
1.17E-05,0.344265637,0.2588799,0.04080196,0.00398624,0.01082707,9.99E-01
1.17E-05,0.34401779,0.2588233,0.0407139,0.004040323,0.0109484,1.00E+00
1.17E-05,0.343756329,0.2588034,0.04062114,0.004067033,0.01112263,1.00E+00
1.17E-05,0.343618645,0.2588438,0.04057235,0.004057447,0.01132907,1.00E+00
1.17E-05,0.343618645,0.2588438,0.04057235,0.004057447,0.01132907,1.00E+00
1.17E-05,0.343691268,0.2589491,0.04059808,0.004024262,0.01153706,9.71E-01
1.17E-05,0.343961337,0.2590967,0.04069386,0.003994699,0.01171084,9.99E-01
1.17E-05,0.344319994,0.2592457,0.04082129,0.003996277,0.0118171,9.94E-01
1.17E-05,0.344319994,0.2592457,0.04082129,0.003996277,0.0118171,8.89E-01
1.17E-05,0.344610525,0.2593556,0.04092471,0.004041495,0.01183354,9.98E-01
1.18E-05,0.344699648,0.2594067,0.04095647,0.004120291,0.01175705,1.00E+00
1.18E-05,0.344531634,0.2594126,0.04089661,0.004203891,0.01160553,1.00E+00
1.18E-05,0.344531634,0.2594126,0.04089661,0.004203891,0.01160553,9.59E-01
1.18E-05,0.344146515,0.25941,0.04075962,0.004257889,0.0114139,9.99E-01
1.18E-05,0.343653253,0.2594408,0.04058461,0.004257595,0.01122342,1.00E+00
1.18E-05,0.343178271,0.2595256,0.04041656,0.004198995,0.01106918,1.00E+00
1.18E-05,0.343178271,0.2595256,0.04041656,0.004198995,0.01106918,1.00E+00
1.18E-05,0.342813392,0.2596496,0.04028778,0.004098213,0.01097,1.00E+00
1.18E-05,0.34259346,0.2597674,0.04021029,0.003983308,0.01092523,1.00E+00
1.18E-05,0.342506761,0.2598255,0.04017977,0.003880782,0.01091897,1.00E+00
1.19E-05,0.342506761,0.2598255,0.04017977,0.003880782,0.01091897,1.00E+00
1.19E-05,0.342530514,0.2597894,0.04018813,0.003805243,0.01092935,1.00E+00
1.19E-05,0.342654964,0.2596633,0.04023195,0.003756574,0.01093844,1.00E+00
1.19E-05,0.342893756,0.2594884,0.04031612,0.003724973,0.01093806,9.84E-01
1.19E-05,0.342893756,0.2594884,0.04031612,0.003724973,0.01093806,1.00E+00
1.19E-05,0.343259596,0.2593257,0.0404453,0.003699242,0.01092976,9.96E-01
1.19E-05,0.343737372,0.2592255,0.04061442,0.00367501,0.01092048,9.57E-01
1.19E-05,0.343737372,0.2592255,0.04061442,0.00367501,0.01092048,1.00E+00
1.19E-05,0.344269012,0.2592062,0.04080316,0.003657056,0.01091689,1.00E+00
1.19E-05,0.344768002,0.259247,0.04098084,0.003657219,0.01092191,1.00E+00
1.20E-05,0.345156829,0.2593038,0.04111965,0.003688223,0.01093445,1.00E+00
1.20E-05,0.345156829,0.2593038,0.04111965,0.003688223,0.01093445,1.00E+00
1.20E-05,0.34540757,0.2593329,0.04120933,0.003759518,0.01095186,9.97E-01
1.20E-05,0.345557064,0.2593135,0.04126286,0.003874721,0.01097212,1.00E+00
1.20E-05,0.345689247,0.2592544,0.04131023,0.004033128,0.01099414,1.00E+00
1.20E-05,0.345689247,0.2592544,0.04131023,0.004033128,0.01099414,1.00E+00
1.20E-05,0.345886288,0.2591845,0.04138091,0.004229664,0.01101542,1.00E+00
1.20E-05,0.346185128,0.2591358,0.04148826,0.004456022,0.01103023,1.00E+00
1.20E-05,0.346185128,0.2591358,0.04148826,0.004456022,0.01103023,1.00E+00
1.20E-05,0.346522072,0.2591161,0.04160952,0.004694391,0.01102955,1.00E+00
1.21E-05,0.34678024,0.2591134,0.04170259,0.004918694,0.01100578,1.00E+00
1.21E-05,0.346830542,0.2591027,0.04172074,0.005093745,0.01095877,1.00E+00
1.21E-05,0.346830542,0.2591027,0.04172074,0.005093745,0.01095877,9.99E-01
1.21E-05,0.346596341,0.2590658,0.04163628,0.005182129,0.01090087,9.84E-01
1.21E-05,0.346090897,0.2590063,0.04145439,0.005154627,0.01085612,9.93E-01
1.21E-05,0.346090897,0.2590063,0.04145439,0.005154627,0.01085612,9.99E-01
1.21E-05,0.345416007,0.2589503,0.04121235,0.005003026,0.0108531,9.99E-01
1.21E-05,0.344714572,0.2589343,0.04096179,0.004746933,0.01091298,9.58E-01
1.21E-05,0.344110908,0.2589816,0.04074697,0.004432777,0.01103906,9.99E-01
1.21E-05,0.344110908,0.2589816,0.04074697,0.004432777,0.01103906,9.99E-01
1.22E-05,0.343661551,0.2590857,0.04058755,0.004122491,0.0112135,9.98E-01
1.22E-05,0.343350553,0.2592074,0.04047746,0.003877546,0.01140414,9.98E-01
1.22E-05,0.343350553,0.2592074,0.04047746,0.003877546,0.01140414,9.96E-01
1.22E-05,0.343126496,0.259291,0.04039827,0.003742851,0.01157773,9.99E-01
1.22E-05,0.342956597,0.2592866,0.04033829,0.00373834,0.01171415,9.96E-01
1.22E-05,0.342956597,0.2592866,0.04033829,0.00373834,0.01171415,9.97E-01
1.22E-05,0.34286166,0.259173,0.0403048,0.003857698,0.01181319,9.97E-01
1.22E-05,0.342912438,0.2589619,0.04032271,0.004076051,0.01189152,9.96E-01
1.22E-05,0.34318529,0.2586909,0.04041904,0.004358594,0.01196976,9.97E-01
1.22E-05,0.34318529,0.2586909,0.04041904,0.004358594,0.01196976,9.93E-01
1.23E-05,0.34370532,0.2584042,0.04060306,0.004668915,0.01205923,9.97E-01
1.23E-05,0.34440893,0.258135,0.04085293,0.004972518,0.01215331,9.92E-01
1.23E-05,0.34440893,0.258135,0.04085293,0.004972518,0.01215331,9.96E-01
1.23E-05,0.34515445,0.2578985,0.0411188,0.005238664,0.01223142,9.53E-01
1.23E-05,0.345770538,0.2576986,0.04133938,0.005439888,0.01227057,9.43E-01
1.23E-05,0.345770538,0.2576986,0.04133938,0.005439888,0.01227057,9.96E-01
1.23E-05,0.346120254,0.2575404,0.04146494,0.005554333,0.0122616,9.82E-01
1.23E-05,0.346144515,0.2574418,0.04147366,0.005569246,0.01221758,9.96E-01
1.23E-05,0.346144515,0.2574418,0.04147366,0.005569246,0.01221758,9.89E-01
1.23E-05,0.345872329,0.2574309,0.0413759,0.005485669,0.01217086,9.96E-01
1.24E-05,0.345391113,0.2575349,0.04120344,0.005319553,0.01215892,9.95E-01
1.24E-05,0.345391113,0.2575349,0.04120344,0.005319553,0.01215892,9.83E-01
1.24E-05,0.344800248,0.2577618,0.04099234,0.005099409,0.0122055,9.64E-01
1.24E-05,0.344172377,0.258089,0.04076881,0.004859624,0.01230828,9.67E-01
1.24E-05,0.344172377,0.258089,0.04076881,0.004859624,0.01230828,9.95E-01
1.24E-05,0.343543845,0.258465,0.04054586,0.00463213,0.01243917,9.91E-01
1.24E-05,0.342934292,0.2588269,0.04033042,0.004440701,0.01255858,9.80E-01
1.24E-05,0.342934292,0.2588269,0.04033042,0.004440701,0.01255858,9.95E-01
1.24E-05,0.342379303,0.259122,0.04013493,0.004300306,0.0126358,9.70E-01
1.24E-05,0.341945764,0.2593252,0.03998266,0.004218028,0.01266513,9.90E-01
1.25E-05,0.341945764,0.2593252,0.03998266,0.004218028,0.01266513,9.15E-01
1.25E-05,0.341719176,0.2594413,0.03990323,0.004196955,0.01266973,9.91E-01
1.25E-05,0.341762417,0.2594952,0.03991838,0.004235698,0.01268904,9.93E-01
1.25E-05,0.341762417,0.2594952,0.03991838,0.004235698,0.01268904,9.82E-01
1.25E-05,0.342087532,0.259519,0.04003241,0.004329329,0.01275872,9.93E-01
1.25E-05,0.342590933,0.2595237,0.0402094,0.0044557,0.01289125,9.68E-01
1.25E-05,0.342590933,0.2595237,0.0402094,0.0044557,0.01289125,9.86E-01
1.25E-05,0.343131309,0.2595106,0.04039997,0.004585066,0.01306836,7.48E-01
1.25E-05,0.343566777,0.2594746,0.04055398,0.004682377,0.01324891,9.18E-01
1.25E-05,0.343566777,0.2594746,0.04055398,0.004682377,0.01324891,9.52E-01
1.26E-05,0.343817445,0.2594172,0.04064281,0.004718283,0.01338672,9.66E-01
1.26E-05,0.34389021,0.2593534,0.04066862,0.00468114,0.01344893,8.75E-01
1.26E-05,0.34389021,0.2593534,0.04066862,0.00468114,0.01344893,8.69E-01
1.26E-05,0.343867039,0.2593073,0.0406604,0.00458608,0.01342635,9.87E-01
1.26E-05,0.343854917,0.2592995,0.0406561,0.004471944,0.01333136,9.88E-01
1.26E-05,0.343854917,0.2592995,0.0406561,0.004471944,0.01333136,8.91E-01
1.26E-05,0.343929328,0.259331,0.0406825,0.004389155,0.01318559,9.81E-01
1.26E-05,0.344101928,0.2593783,0.04074378,0.004380103,0.01300708,9.36E-01
1.26E-05,0.344101928,0.2593783,0.04074378,0.004380103,0.01300708,7.33E-01
1.26E-05,0.344326938,0.259401,0.04082376,0.004461334,0.01280353,9.42E-01
1.27E-05,0.344543736,0.2593622,0.04090092,0.004616824,0.01257573,9.83E-01
1.27E-05,0.344543736,0.2593622,0.04090092,0.004616824,0.01257573,9.82E-01
1.27E-05,0.344722089,0.259248,0.04096447,0.004804938,0.01232785,9.88E-01
1.27E-05,0.344882744,0.259079,0.04102177,0.004975784,0.01207647,9.87E-01
1.27E-05,0.344882744,0.259079,0.04102177,0.004975784,0.01207647,9.80E-01
1.27E-05,0.345084429,0.2589011,0.04109378,0.005093734,0.01185171,9.87E-01
1.27E-05,0.345378539,0.2587675,0.04119894,0.005150354,0.01168711,9.74E-01
1.27E-05,0.345378539,0.2587675,0.04119894,0.005150354,0.01168711,9.84E-01
1.27E-05,0.34576736,0.2587132,0.04133824,0.005167646,0.01160479,9.79E-01
1.27E-05,0.34576736,0.2587132,0.04133824,0.005167646,0.01160479,9.61E-01
1.28E-05,0.346187214,0.2587398,0.04148901,0.005184596,0.01160249,7.05E-01
1.28E-05,0.346533425,0.2588165,0.04161361,0.005238381,0.01165251,9.66E-01
1.28E-05,0.346533425,0.2588165,0.04161361,0.005238381,0.01165251,9.83E-01
1.28E-05,0.346710015,0.2588977,0.04167726,0.005346951,0.01171341,9.82E-01
1.28E-05,0.346679426,0.258945,0.04166623,0.005501887,0.0117495,9.60E-01
1.28E-05,0.346679426,0.258945,0.04166623,0.005501887,0.0117495,9.82E-01
1.28E-05,0.346475984,0.258943,0.04159292,0.005673468,0.01174814,9.77E-01
1.28E-05,0.346186686,0.2588994,0.04148882,0.005826106,0.01172503,9.74E-01
1.28E-05,0.346186686,0.2588994,0.04148882,0.005826106,0.01172503,9.53E-01
1.28E-05,0.34589785,0.2588344,0.04138506,0.005933901,0.01171518,9.35E-01
1.29E-05,0.34589785,0.2588344,0.04138506,0.005933901,0.01171518,9.78E-01
1.29E-05,0.34564902,0.2587631,0.04129581,0.005991367,0.01175349,9.76E-01
1.29E-05,0.345411509,0.2586853,0.04121074,0.006012462,0.0118553,8.65E-01
1.29E-05,0.345411509,0.2586853,0.04121074,0.006012462,0.0118553,9.70E-01
1.29E-05,0.34511309,0.2585862,0.04110402,0.006022223,0.01200798,9.06E-01
1.29E-05,0.344691147,0.2584507,0.04095344,0.006042267,0.01217689,9.61E-01
1.29E-05,0.344691147,0.2584507,0.04095344,0.006042267,0.01217689,9.72E-01
1.29E-05,0.344141533,0.2582763,0.04075785,0.006082179,0.01232365,9.54E-01
1.29E-05,0.344141533,0.2582763,0.04075785,0.006082179,0.01232365,9.66E-01
1.29E-05,0.343535457,0.258082,0.04054289,0.006134632,0.01242527,9.59E-01
1.30E-05,0.34299182,0.2578981,0.04035072,0.006181769,0.01248493,9.62E-01
1.30E-05,0.34299182,0.2578981,0.04035072,0.006181769,0.01248493,9.61E-01
1.30E-05,0.342618365,0.2577532,0.04021906,0.006202516,0.01252796,9.49E-01
1.30E-05,0.34247465,0.2576593,0.04016847,0.006187184,0.0125891,9.69E-01
1.30E-05,0.34247465,0.2576593,0.04016847,0.006187184,0.0125891,9.17E-01
1.30E-05,0.34249889,0.2575941,0.040177,0.006127977,0.01268539,9.40E-01
1.30E-05,0.34249889,0.2575941,0.040177,0.006127977,0.01268539,8.98E-01
1.30E-05,0.342593943,0.257523,0.04021046,0.00603375,0.01281313,9.64E-01
1.30E-05,0.342666916,0.2574179,0.04023616,0.005921531,0.01294759,9.44E-01
1.30E-05,0.342666916,0.2574179,0.04023616,0.005921531,0.01294759,9.60E-01
1.31E-05,0.342689142,0.2572764,0.04024399,0.005813704,0.01305669,9.19E-01
1.31E-05,0.342689142,0.2572764,0.04024399,0.005813704,0.01305669,9.71E-01
1.31E-05,0.342709123,0.2571283,0.04025103,0.005731211,0.01311715,9.55E-01
1.31E-05,0.342823149,0.257023,0.04029122,0.00569095,0.01312448,9.04E-01
1.31E-05,0.342823149,0.257023,0.04029122,0.00569095,0.01312448,9.53E-01
1.31E-05,0.343107158,0.2570053,0.04039144,0.005700257,0.01309183,8.75E-01
1.31E-05,0.343107158,0.2570053,0.04039144,0.005700257,0.01309183,9.72E-01
1.31E-05,0.343564377,0.2570881,0.04055313,0.005755863,0.0130374,9.45E-01
1.31E-05,0.344108572,0.2572425,0.04074614,0.005842437,0.01297143,8.35E-01
1.31E-05,0.344108572,0.2572425,0.04074614,0.005842437,0.01297143,9.68E-01
1.32E-05,0.344603507,0.25741,0.04092221,0.005935804,0.01288788,8.75E-01
1.32E-05,0.344603507,0.25741,0.04092221,0.005935804,0.01288788,9.07E-01
1.32E-05,0.344930547,0.2575308,0.04103883,0.006009043,0.0127689,9.50E-01
1.32E-05,0.345031349,0.2575903,0.04107482,0.00604241,0.01263897,8.08E-01
1.32E-05,0.345031349,0.2575903,0.04107482,0.00604241,0.01263897,9.58E-01
1.32E-05,0.34494335,0.2575882,0.0410434,0.006029398,0.01245761,8.02E-01
1.32E-05,0.34494335,0.2575882,0.0410434,0.006029398,0.01245761,7.25E-01
1.32E-05,0.344750418,0.2575751,0.04097457,0.005982418,0.01225221,9.47E-01
1.32E-05,0.344525343,0.257613,0.04089437,0.005927713,0.01207197,7.72E-01
1.32E-05,0.344525343,0.257613,0.04089437,0.005927713,0.01207197,8.98E-01
1.33E-05,0.344284114,0.2577431,0.04080853,0.00589722,0.01197161,7.65E-01
1.33E-05,0.344284114,0.2577431,0.04080853,0.00589722,0.01197161,6.13E-01
1.33E-05,0.343979368,0.2579671,0.04070026,0.005915778,0.01199136,9.07E-01
1.33E-05,0.343559039,0.2582496,0.04055124,0.005992793,0.01214172,8.19E-01
1.33E-05,0.343559039,0.2582496,0.04055124,0.005992793,0.01214172,7.35E-01
1.33E-05,0.343037404,0.2585424,0.04036681,0.006119773,0.01240252,8.85E-01
1.33E-05,0.343037404,0.2585424,0.04036681,0.006119773,0.01240252,5.66E-01
1.33E-05,0.342544321,0.2588116,0.04019299,0.006276232,0.01273201,8.57E-01
1.33E-05,0.342544321,0.2588116,0.04019299,0.006276232,0.01273201,7.67E-01
1.33E-05,0.342305866,0.2590561,0.04010911,0.006439407,0.01308215,5.17E-01
1.34E-05,0.342548667,0.2593026,0.04019452,0.006594177,0.01341017,8.96E-01
1.34E-05,0.342548667,0.2593026,0.04019452,0.006594177,0.01341017,6.19E-01
1.34E-05,0.34337303,0.2595862,0.04048541,0.006734833,0.01368238,7.49E-01
1.34E-05,0.34337303,0.2595862,0.04048541,0.006734833,0.01368238,8.79E-01
1.34E-05,0.344666512,0.2599216,0.04094466,0.00686214,0.01387119,4.93E-01
1.34E-05,0.346114216,0.2602878,0.04146277,0.006975423,0.01395144,8.33E-01
1.34E-05,0.346114216,0.2602878,0.04146277,0.006975423,0.01395144,8.26E-01
1.34E-05,0.347315821,0.260631,0.04189611,0.00706688,0.01390209,4.82E-01
1.34E-05,0.347315821,0.260631,0.04189611,0.00706688,0.01390209,6.76E-01
1.34E-05,0.34794546,0.2608884,0.04212438,0.007121769,0.01371621,6.25E-01
1.35E-05,0.34794546,0.2608884,0.04212438,0.007121769,0.01371621,5.69E-01
1.35E-05,0.347886556,0.2610156,0.04210299,0.007128348,0.01341471,8.19E-01
1.35E-05,0.34727116,0.2610065,0.04187995,0.007087854,0.01305392,2.99E-01
1.35E-05,0.34727116,0.2610065,0.04187995,0.007087854,0.01305392,4.67E-01
1.35E-05,0.346421496,0.2608918,0.0415733,0.00702369,0.01272022,1.38E-01
1.35E-05,0.346421496,0.2608918,0.0415733,0.00702369,0.01272022,1.20E-01
1.35E-05,0.345706596,0.2607219,0.04131645,0.006977346,0.01250677,6.56E-01
1.35E-05,0.345706596,0.2607219,0.04131645,0.006977346,0.01250677,6.72E-01
1.35E-05,0.345389548,0.2605438,0.04120288,0.006995959,0.01248356,2.81E-01
1.35E-05,0.345504129,0.2603773,0.0412439,0.007107996,0.01266385,7.17E-01
1.36E-05,0.345504129,0.2603773,0.0412439,0.007107996,0.01266385,6.27E-01
1.36E-05,0.345896039,0.2602204,0.04138441,0.0073106,0.01300076,3.05E-01
1.36E-05,0.345896039,0.2602204,0.04138441,0.0073106,0.01300076,6.40E-01
1.36E-05,0.346325198,0.2600635,0.04153864,0.007564763,0.01340389,2.68E-01
1.36E-05,0.346325198,0.2600635,0.04153864,0.007564763,0.01340389,4.21E-01
1.36E-05,0.346609687,0.259908,0.04164109,0.007809412,0.01377668,6.46E-01
1.36E-05,0.346609687,0.259908,0.04164109,0.007809412,0.01377668,2.14E-01
1.36E-05,0.346705911,0.2597787,0.04167578,0.007984168,0.01405595,4.76E-01
1.36E-05,0.346702888,0.2597161,0.04167469,0.008055925,0.01423873,6.16E-01
1.36E-05,0.346702888,0.2597161,0.04167469,0.008055925,0.01423873,1.50E-01
1.37E-05,0.346736023,0.2597582,0.04168664,0.008031437,0.01438046,5.70E-01
1.37E-05,0.346736023,0.2597582,0.04168664,0.008031437,0.01438046,5.99E-01
1.37E-05,0.346880441,0.2599171,0.04173875,0.007954599,0.01456671,1.52E-01
1.37E-05,0.346880441,0.2599171,0.04173875,0.007954599,0.01456671,4.89E-01
1.37E-05,0.347087643,0.2601698,0.04181359,0.007885267,0.01487088,4.89E-01
1.37E-05,0.347087643,0.2601698,0.04181359,0.007885267,0.01487088,1.63E-01
1.37E-05,0.347210175,0.260467,0.04185789,0.007871093,0.01531608,5.10E-01
1.37E-05,0.347098627,0.2607568,0.04181756,0.007924726,0.01586004,4.73E-01
1.37E-05,0.347098627,0.2607568,0.04181756,0.007924726,0.01586004,2.25E-01
1.37E-05,0.34670408,0.2610081,0.04167512,0.00801819,0.01640825,6.56E-01
1.38E-05,0.34670408,0.2610081,0.04167512,0.00801819,0.01640825,5.65E-01
1.38E-05,0.346125652,0.2612222,0.04146688,0.008095158,0.01684961,3.17E-01
1.38E-05,0.346125652,0.2612222,0.04146688,0.008095158,0.01684961,6.84E-01
1.38E-05,0.345575403,0.2614198,0.04126943,0.008097543,0.01709944,5.73E-01
1.38E-05,0.345575403,0.2614198,0.04126943,0.008097543,0.01709944,4.21E-01
1.38E-05,0.345268768,0.261622,0.04115967,0.007990243,0.01712987,6.76E-01
1.38E-05,0.34531118,0.2618275,0.04117484,0.007777258,0.01697756,5.51E-01
1.38E-05,0.34531118,0.2618275,0.04117484,0.007777258,0.01697756,4.57E-01
1.38E-05,0.345637134,0.2620101,0.04129155,0.00749869,0.01672578,6.06E-01
1.38E-05,0.345637134,0.2620101,0.04129155,0.00749869,0.01672578,4.68E-01
1.39E-05,0.346058028,0.262132,0.04144258,0.007216181,0.01647188,3.54E-01
1.39E-05,0.346058028,0.262132,0.04144258,0.007216181,0.01647188,2.16E-01
1.39E-05,0.346375854,0.2621744,0.04155687,0.006989643,0.01629521,7.44E-03
1.39E-05,0.346375854,0.2621744,0.04155687,0.006989643,0.01629521,5.79E-10
1.39E-05,0.346516214,0.2621573,0.04160741,0.006858786,0.01623973,2.78E-08
1.39E-05,0.346516214,0.2621573,0.04160741,0.006858786,0.01623973,4.62E-04
1.39E-05,0.346579858,0.2621403,0.04163034,0.006837344,0.01631067,3.86E-02
1.39E-05,0.346579858,0.2621403,0.04163034,0.006837344,0.01631067,7.49E-02
1.39E-05,0.346795623,0.262196,0.04170814,0.006918836,0.01648214,3.11E-01
1.39E-05,0.347383067,0.2623726,0.04192045,0.007087573,0.01670991,4.99E-01
1.40E-05,0.347383067,0.2623726,0.04192045,0.007087573,0.01670991,1.77E-01
1.40E-05,0.348409573,0.2626601,0.04229317,0.007329136,0.01694312,3.23E-01
1.40E-05,0.348409573,0.2626601,0.04229317,0.007329136,0.01694312,5.47E-01
1.40E-05,0.349728851,0.2629898,0.04277543,0.00763211,0.01713461,1.81E-01
1.40E-05,0.349728851,0.2629898,0.04277543,0.00763211,0.01713461,2.34E-01
1.40E-05,0.351046284,0.2632613,0.04326066,0.007984166,0.01725053,4.75E-01
1.40E-05,0.351046284,0.2632613,0.04326066,0.007984166,0.01725053,1.00E-01
1.40E-05,0.352059504,0.2633901,0.04363633,0.008365958,0.01727801,1.77E-01
1.40E-05,0.352059504,0.2633901,0.04363633,0.008365958,0.01727801,3.91E-01
1.40E-05,0.352596097,0.2633483,0.04383616,0.008751031,0.01723165,2.91E-01
1.41E-05,0.352596097,0.2633483,0.04383616,0.008751031,0.01723165,2.35E-01
1.41E-05,0.352682705,0.2631789,0.04386847,0.009111636,0.01715307,1.43E-01
1.41E-05,0.352682705,0.2631789,0.04386847,0.009111636,0.01715307,1.78E-01
1.41E-05,0.352510923,0.2629726,0.0438044,0.009431071,0.01710204,1.46E-01
1.41E-05,0.352510923,0.2629726,0.0438044,0.009431071,0.01710204,1.08E-01
1.41E-05,0.352321278,0.2628257,0.04373374,0.00971055,0.01713706,2.43E-01
1.41E-05,0.352321278,0.2628257,0.04373374,0.00971055,0.01713706,1.20E-01
1.41E-05,0.352263614,0.2627887,0.04371227,0.009969799,0.01729487,1.16E-01
1.41E-05,0.35229915,0.2628435,0.0437255,0.01023199,0.01755985,1.91E-01
1.41E-05,0.35229915,0.2628435,0.0437255,0.01023199,0.01755985,5.08E-02
1.42E-05,0.352232398,0.2629116,0.04370065,0.01050776,0.01787462,6.59E-02
1.42E-05,0.352232398,0.2629116,0.04370065,0.01050776,0.01787462,9.28E-02
1.42E-05,0.351826883,0.2628986,0.04354989,0.01077997,0.01815349,6.04E-02
1.42E-05,0.351826883,0.2628986,0.04354989,0.01077997,0.01815349,4.19E-02
1.42E-05,0.350949747,0.2627429,0.04322498,0.01100558,0.01831242,3.64E-02
1.42E-05,0.350949747,0.2627429,0.04322498,0.01100558,0.01831242,8.88E-02
1.42E-05,0.349662968,0.2624453,0.04275126,0.0111305,0.01830255,5.55E-02
1.42E-05,0.349662968,0.2624453,0.04275126,0.0111305,0.01830255,2.43E-03
1.42E-05,0.348207763,0.2620628,0.04221972,0.01111876,0.0181289,3.78E-02
1.42E-05,0.348207763,0.2620628,0.04221972,0.01111876,0.0181289,1.32E-02
1.43E-05,0.346892547,0.2616771,0.04174312,0.01097383,0.01784898,1.21E-03
1.43E-05,0.346892547,0.2616771,0.04174312,0.01097383,0.01784898,1.75E-02
1.43E-05,0.345938354,0.2613472,0.0413996,0.0107482,0.01754691,1.84E-02
1.43E-05,0.345938354,0.2613472,0.0413996,0.0107482,0.01754691,7.87E-04
1.43E-05,0.345372782,0.2610846,0.04119688,0.01052701,0.01729998,3.64E-03
1.43E-05,0.345372782,0.2610846,0.04119688,0.01052701,0.01729998,1.13E-02
1.43E-05,0.345047253,0.2608593,0.0410805,0.01039762,0.01714829,8.84E-03
1.43E-05,0.345047253,0.2608593,0.0410805,0.01039762,0.01714829,4.67E-05
1.43E-05,0.344766095,0.2606339,0.04098016,0.01041625,0.0170849,9.66E-04
1.43E-05,0.344766095,0.2606339,0.04098016,0.01041625,0.0170849,6.10E-03
1.44E-05,0.344439754,0.2604038,0.0408639,0.01059024,0.01706755,1.33E-07
1.44E-05,0.344439754,0.2604038,0.0408639,0.01059024,0.01706755,2.07E-04
1.44E-05,0.344170858,0.2602165,0.04076827,0.01088193,0.01704539,2.67E-03
1.44E-05,0.344170858,0.2602165,0.04076827,0.01088193,0.01704539,4.00E-04
1.44E-05,0.344211882,0.2601509,0.04078285,0.01123176,0.01698648,1.07E-05
1.44E-05,0.344211882,0.2601509,0.04078285,0.01123176,0.01698648,4.52E-04
1.44E-05,0.344805435,0.2602741,0.04099419,0.01158574,0.01689156,7.33E-05
1.44E-05,0.344805435,0.2602741,0.04099419,0.01158574,0.01689156,2.27E-11
1.44E-05,0.34599809,0.2605887,0.04142105,0.01191297,0.01678927,1.95E-05
1.44E-05,0.34599809,0.2605887,0.04142105,0.01191297,0.01678927,1.18E-04
1.45E-05,0.347550378,0.2610096,0.04198105,0.01220209,0.01671666,3.24E-09
1.45E-05,0.347550378,0.2610096,0.04198105,0.01220209,0.01671666,5.54E-07
1.45E-05,0.349021184,0.2613892,0.04251629,0.012444,0.01669685,1.56E-05
1.45E-05,0.349021184,0.2613892,0.04251629,0.012444,0.01669685,1.78E-06
1.45E-05,0.349979182,0.2615814,0.04286735,0.01261093,0.01672725,3.34E-10
1.45E-05,0.349979182,0.2615814,0.04286735,0.01261093,0.01672725,3.50E-07
1.45E-05,0.350220405,0.2615099,0.04295605,0.01265413,0.01678436,4.63E-08
